season,team,portal_in_ct,portal_out_ct,portal_net_ct,portal_in_wt,portal_out_wt,portal_net_wt,portal_in_blue,portal_out_blue,portal_net_blue
2015,Chattanooga,0,0,0,0.0,0.0,0.0,0,0,0
2015,Chowan,0,0,0,0.0,0.0,0.0,0,0,0
2015,Christopher Newport,0,0,0,0.0,0.0,0.0,0,0,0
2015,Cincinnati,0,0,0,0.0,0.0,0.0,0,0,0
2015,Cisco College,0,0,0,0.0,0.0,0.0,0,0,0
2015,City College of San Francisco,0,0,0,0.0,0.0,0.0,0,0,0
2015,Clarion,0,0,0,0.0,0.0,0.0,0,0,0
2015,Clark Atlanta,0,0,0,0.0,0.0,0.0,0,0,0
2015,Clemson,0,0,0,0.0,0.0,0.0,0,0,0
2015,Coastal Carolina,0,0,0,0.0,0.0,0.0,0,0,0
2015,Coffeyville C.C.,0,0,0,0.0,0.0,0.0,0,0,0
2015,Colgate,0,0,0,0.0,0.0,0.0,0,0,0
2015,College of Charleston,0,0,0,0.0,0.0,0.0,0,0,0
2015,College of Idaho,0,0,0,0.0,0.0,0.0,0,0,0
2015,College of San Mateo,0,0,0,0.0,0.0,0.0,0,0,0
2015,College of the Canyons,0,0,0,0.0,0.0,0.0,0,0,0
2015,College of the Sequoias,0,0,0,0.0,0.0,0.0,0,0,0
2015,Colorado,0,0,0,0.0,0.0,0.0,0,0,0
2015,Colorado Mesa,0,0,0,0.0,0.0,0.0,0,0,0
2015,Colorado School of Mines,0,0,0,0.0,0.0,0.0,0,0,0
2015,Colorado State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Columbia,0,0,0,0.0,0.0,0.0,0,0,0
2015,Concord,0,0,0,0.0,0.0,0.0,0,0,0
2015,Concordia St. Paul,0,0,0,0.0,0.0,0.0,0,0,0
2015,Concordia University,0,0,0,0.0,0.0,0.0,0,0,0
2015,"Concordia University, St. Paul",0,0,0,0.0,0.0,0.0,0,0,0
2015,Copiah-Lincoln C.C.,0,0,0,0.0,0.0,0.0,0,0,0
2015,Cornell,0,0,0,0.0,0.0,0.0,0,0,0
2015,Dartmouth,0,0,0,0.0,0.0,0.0,0,0,0
2015,Davenport,0,0,0,0.0,0.0,0.0,0,0,0
2015,Davidson,0,0,0,0.0,0.0,0.0,0,0,0
2015,Dayton,0,0,0,0.0,0.0,0.0,0,0,0
2015,De Anza College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Defiance College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Delaware,0,0,0,0.0,0.0,0.0,0,0,0
2015,Delaware State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Delta State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Des Moines,0,0,0,0.0,0.0,0.0,0,0,0
2015,Drake,0,0,0,0.0,0.0,0.0,0,0,0
2015,Duke,0,0,0,0.0,0.0,0.0,0,0,0
2015,Duquesne,0,0,0,0.0,0.0,0.0,0,0,0
2015,East Carolina,0,0,0,0.0,0.0,0.0,0,0,0
2015,East Central,0,0,0,0.0,0.0,0.0,0,0,0
2015,East Central C.C.,0,0,0,0.0,0.0,0.0,0,0,0
2015,East Mississippi C.C.,0,0,0,0.0,0.0,0.0,0,0,0
2015,East Tennessee State,0,0,0,0.0,0.0,0.0,0,0,0
2015,East Texas A&M,0,0,0,0.0,0.0,0.0,0,0,0
2015,Eastern Illinois,0,0,0,0.0,0.0,0.0,0,0,0
2015,Eastern Kentucky,0,0,0,0.0,0.0,0.0,0,0,0
2015,Eastern Michigan,0,0,0,0.0,0.0,0.0,0,0,0
2015,Eastern New Mexico,0,0,0,0.0,0.0,0.0,0,0,0
2015,Eastern Washington,0,0,0,0.0,0.0,0.0,0,0,0
2015,Edinboro University,0,0,0,0.0,0.0,0.0,0,0,0
2015,Edward Waters,0,0,0,0.0,0.0,0.0,0,0,0
2015,El Camino College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Elizabeth City State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Elon,0,0,0,0.0,0.0,0.0,0,0,0
2015,Emory & Henry,0,0,0,0.0,0.0,0.0,0,0,0
2015,Emporia State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Erskine,0,0,0,0.0,0.0,0.0,0,0,0
2015,Erskine College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Exeter,0,0,0,0.0,0.0,0.0,0,0,0
2015,Fairmont State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Faulkner University,0,0,0,0.0,0.0,0.0,0,0,0
2015,Fayetteville State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Ferris State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Ferrum College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Findlay,0,0,0,0.0,0.0,0.0,0,0,0
2015,Florida,0,0,0,0.0,0.0,0.0,0,0,0
2015,Florida A&M,0,0,0,0.0,0.0,0.0,0,0,0
2015,Florida Atlantic,0,0,0,0.0,0.0,0.0,0,0,0
2015,Florida International,0,0,0,0.0,0.0,0.0,0,0,0
2015,Florida Memorial University,0,0,0,0.0,0.0,0.0,0,0,0
2015,Florida State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Fordham,0,0,0,0.0,0.0,0.0,0,0,0
2015,Fort Hays,0,0,0,0.0,0.0,0.0,0,0,0
2015,Fort Valley State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Franklin College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Franklin Pierce,0,0,0,0.0,0.0,0.0,0,0,0
2015,Fresno State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Frostburg State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Furman,0,0,0,0.0,0.0,0.0,0,0,0
2015,Gannon,0,0,0,0.0,0.0,0.0,0,0,0
2015,Garden City C.C. ,0,0,0,0.0,0.0,0.0,0,0,0
2015,Gardner-Webb,0,0,0,0.0,0.0,0.0,0,0,0
2015,George Fox,0,0,0,0.0,0.0,0.0,0,0,0
2015,Georgetown,0,0,0,0.0,0.0,0.0,0,0,0
2015,Georgia,0,0,0,0.0,0.0,0.0,0,0,0
2015,Georgia Military,0,0,0,0.0,0.0,0.0,0,0,0
2015,Georgia Military College Prep,0,0,0,0.0,0.0,0.0,0,0,0
2015,Georgia Southern,0,0,0,0.0,0.0,0.0,0,0,0
2015,Georgia State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Georgia Tech,0,0,0,0.0,0.0,0.0,0,0,0
2015,Glenville State ,0,0,0,0.0,0.0,0.0,0,0,0
2015,Grambling,0,0,0,0.0,0.0,0.0,0,0,0
2015,Grand Valley State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Hampton,0,0,0,0.0,0.0,0.0,0,0,0
2015,Harding,0,0,0,0.0,0.0,0.0,0,0,0
2015,Harvard,0,0,0,0.0,0.0,0.0,0,0,0
2015,Hawai'i,0,0,0,0.0,0.0,0.0,0,0,0
2015,Heidelberg,0,0,0,0.0,0.0,0.0,0,0,0
2015,Henderson State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Highland C.C.,0,0,0,0.0,0.0,0.0,0,0,0
2015,Hillsdale College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Hinds C.C.,0,0,0,0.0,0.0,0.0,0,0,0
2015,Holmes C.C.,0,0,0,0.0,0.0,0.0,0,0,0
2015,Holy Cross,0,0,0,0.0,0.0,0.0,0,0,0
2015,Hope ,0,0,0,0.0,0.0,0.0,0,0,0
2015,Houston,0,0,0,0.0,0.0,0.0,0,0,0
2015,Houston Christian,0,0,0,0.0,0.0,0.0,0,0,0
2015,Howard,0,0,0,0.0,0.0,0.0,0,0,0
2015,Howard Payne,0,0,0,0.0,0.0,0.0,0,0,0
2015,Hutchinson C.C.,0,0,0,0.0,0.0,0.0,0,0,0
2015,IU Pennsylvania,0,0,0,0.0,0.0,0.0,0,0,0
2015,Idaho,0,0,0,0.0,0.0,0.0,0,0,0
2015,Idaho State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Illinois,0,0,0,0.0,0.0,0.0,0,0,0
2015,Illinois State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Incarnate Word,0,0,0,0.0,0.0,0.0,0,0,0
2015,Independence C.C.,0,0,0,0.0,0.0,0.0,0,0,0
2015,Indiana,0,0,0,0.0,0.0,0.0,0,0,0
2015,Indiana State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Indiana Wesleyan,0,0,0,0.0,0.0,0.0,0,0,0
2015,Indianapolis,0,0,0,0.0,0.0,0.0,0,0,0
2015,Iowa,0,0,0,0.0,0.0,0.0,0,0,0
2015,Iowa Central C.C.,0,0,0,0.0,0.0,0.0,0,0,0
2015,Iowa State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Iowa Western C.C.,0,0,0,0.0,0.0,0.0,0,0,0
2015,Itawamba C.C.,0,0,0,0.0,0.0,0.0,0,0,0
2015,Jackson State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Jacksonville State,0,0,0,0.0,0.0,0.0,0,0,0
2015,James Madison,0,0,0,0.0,0.0,0.0,0,0,0
2015,Johns Hopkins,0,0,0,0.0,0.0,0.0,0,0,0
2015,Johnson C. Smith,0,0,0,0.0,0.0,0.0,0,0,0
2015,Johnson C. Smith University,0,0,0,0.0,0.0,0.0,0,0,0
2015,Kansas,0,0,0,0.0,0.0,0.0,0,0,0
2015,Kansas State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Keiser (Fl),0,0,0,0.0,0.0,0.0,0,0,0
2015,Kennesaw State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Kent State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Kentucky,0,0,0,0.0,0.0,0.0,0,0,0
2015,Kentucky Christian,0,0,0,0.0,0.0,0.0,0,0,0
2015,Kentucky State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Kentucky Wesleyan,0,0,0,0.0,0.0,0.0,0,0,0
2015,Kilgore College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Kilgore J.C.,0,0,0,0.0,0.0,0.0,0,0,0
2015,King's College,0,0,0,0.0,0.0,0.0,0,0,0
2015,LIU Post,0,0,0,0.0,0.0,0.0,0,0,0
2015,LSU,0,0,0,0.0,0.0,0.0,0,0,0
2015,LaGrange,0,0,0,0.0,0.0,0.0,0,0,0
2015,Lackawanna College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Lafayette,0,0,0,0.0,0.0,0.0,0,0,0
2015,Lake Erie,0,0,0,0.0,0.0,0.0,0,0,0
2015,Lake Erie College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Lamar,0,0,0,0.0,0.0,0.0,0,0,0
2015,Lamar Christian School,0,0,0,0.0,0.0,0.0,0,0,0
2015,Lane College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Laney College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Laurier,0,0,0,0.0,0.0,0.0,0,0,0
2015,LeMoyne-Owen,0,0,0,0.0,0.0,0.0,0,0,0
2015,Lehigh,0,0,0,0.0,0.0,0.0,0,0,0
2015,Lenoir Rhyne,0,0,0,0.0,0.0,0.0,0,0,0
2015,Lenoir-Rhyne,0,0,0,0.0,0.0,0.0,0,0,0
2015,Liberty,0,0,0,0.0,0.0,0.0,0,0,0
2015,Limestone,0,0,0,0.0,0.0,0.0,0,0,0
2015,Limestone College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Limestone University,0,0,0,0.0,0.0,0.0,0,0,0
2015,Lincoln (MO),0,0,0,0.0,0.0,0.0,0,0,0
2015,Lindenwood,0,0,0,0.0,0.0,0.0,0,0,0
2015,Lindenwood University,0,0,0,0.0,0.0,0.0,0,0,0
2015,Livingstone,0,0,0,0.0,0.0,0.0,0,0,0
2015,Livingstone College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Lock Haven,0,0,0,0.0,0.0,0.0,0,0,0
2015,Long Beach City College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Louisiana,0,0,0,0.0,0.0,0.0,0,0,0
2015,Louisiana Tech,0,0,0,0.0,0.0,0.0,0,0,0
2015,Louisville,0,0,0,0.0,0.0,0.0,0,0,0
2015,Maine,0,0,0,0.0,0.0,0.0,0,0,0
2015,Manitoba,0,0,0,0.0,0.0,0.0,0,0,0
2015,Marian,0,0,0,0.0,0.0,0.0,0,0,0
2015,Marian (IN),0,0,0,0.0,0.0,0.0,0,0,0
2015,Marist,0,0,0,0.0,0.0,0.0,0,0,0
2015,Mars Hill,0,0,0,0.0,0.0,0.0,0,0,0
2015,Marshall,0,0,0,0.0,0.0,0.0,0,0,0
2015,Mary Hardin Baylor,0,0,0,0.0,0.0,0.0,0,0,0
2015,Maryland,0,0,0,0.0,0.0,0.0,0,0,0
2015,Maryville College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Massachusetts,0,0,0,0.0,0.0,0.0,0,0,0
2015,McKendree,0,0,0,0.0,0.0,0.0,0,0,0
2015,McMurry University,0,0,0,0.0,0.0,0.0,0,0,0
2015,McNeese,0,0,0,0.0,0.0,0.0,0,0,0
2015,Memphis,0,0,0,0.0,0.0,0.0,0,0,0
2015,Mercer,0,0,0,0.0,0.0,0.0,0,0,0
2015,Mercyhurst,0,0,0,0.0,0.0,0.0,0,0,0
2015,Mercyhurst College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Merrimack,0,0,0,0.0,0.0,0.0,0,0,0
2015,Miami,0,0,0,0.0,0.0,0.0,0,0,0
2015,Miami (OH),0,0,0,0.0,0.0,0.0,0,0,0
2015,Michigan,0,0,0,0.0,0.0,0.0,0,0,0
2015,Michigan State,0,0,0,0.0,0.0,0.0,0,0,0
2015,MidAmerica Nazarene,0,0,0,0.0,0.0,0.0,0,0,0
2015,Middle Tennessee,0,0,0,0.0,0.0,0.0,0,0,0
2015,Midwestern State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Miles,0,0,0,0.0,0.0,0.0,0,0,0
2015,Millersville,0,0,0,0.0,0.0,0.0,0,0,0
2015,Minnesota,0,0,0,0.0,0.0,0.0,0,0,0
2015,Minnesota Duluth,0,0,0,0.0,0.0,0.0,0,0,0
2015,Minnesota State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Minot State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Misericordia,0,0,0,0.0,0.0,0.0,0,0,0
2015,Mississippi College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Mississippi Gulf Coast C.C.,0,0,0,0.0,0.0,0.0,0,0,0
2015,Mississippi State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Mississippi Valley State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Missouri,0,0,0,0.0,0.0,0.0,0,0,0
2015,Missouri S&T,0,0,0,0.0,0.0,0.0,0,0,0
2015,Missouri Southern State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Missouri State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Missouri Western State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Monash University,0,0,0,0.0,0.0,0.0,0,0,0
2015,Monmouth,0,0,0,0.0,0.0,0.0,0,0,0
2015,Montana,0,0,0,0.0,0.0,0.0,0,0,0
2015,Montana State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Montana Tech,0,0,0,0.0,0.0,0.0,0,0,0
2015,Montana Western,0,0,0,0.0,0.0,0.0,0,0,0
2015,Morehead State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Morehouse,0,0,0,0.0,0.0,0.0,0,0,0
2015,Morgan State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Mount St. Joseph,0,0,0,0.0,0.0,0.0,0,0,0
2015,Mount Union ,0,0,0,0.0,0.0,0.0,0,0,0
2015,Mt. San Antonio College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Muhlenberg,0,0,0,0.0,0.0,0.0,0,0,0
2015,Murray State,0,0,0,0.0,0.0,0.0,0,0,0
2015,NC State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Navarro College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Navy,0,0,0,0.0,0.0,0.0,0,0,0
2015,Nebraska,0,0,0,0.0,0.0,0.0,0,0,0
2015,Nebraska Kearney,0,0,0,0.0,0.0,0.0,0,0,0
2015,Nebraska-Kearney,0,0,0,0.0,0.0,0.0,0,0,0
2015,Nevada,0,0,0,0.0,0.0,0.0,0,0,0
2015,New Hampshire,0,0,0,0.0,0.0,0.0,0,0,0
2015,New Haven,0,0,0,0.0,0.0,0.0,0,0,0
2015,New Mexico,0,0,0,0.0,0.0,0.0,0,0,0
2015,New Mexico Highlands,0,0,0,0.0,0.0,0.0,0,0,0
2015,New Mexico Military Institute,0,0,0,0.0,0.0,0.0,0,0,0
2015,New Mexico State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Newberry,0,0,0,0.0,0.0,0.0,0,0,0
2015,Nicholls,0,0,0,0.0,0.0,0.0,0,0,0
2015,Norfolk State,0,0,0,0.0,0.0,0.0,0,0,0
2015,North Alabama,0,0,0,0.0,0.0,0.0,0,0,0
2015,North Carolina,0,0,0,0.0,0.0,0.0,0,0,0
2015,North Carolina A&T,0,0,0,0.0,0.0,0.0,0,0,0
2015,North Carolina Central,0,0,0,0.0,0.0,0.0,0,0,0
2015,North Central College,0,0,0,0.0,0.0,0.0,0,0,0
2015,North Dakota,0,0,0,0.0,0.0,0.0,0,0,0
2015,North Dakota State,0,0,0,0.0,0.0,0.0,0,0,0
2015,North Greenville,0,0,0,0.0,0.0,0.0,0,0,0
2015,North Texas,0,0,0,0.0,0.0,0.0,0,0,0
2015,Northeast Mississippi C.C.,0,0,0,0.0,0.0,0.0,0,0,0
2015,Northeastern Oklahoma A&M,0,0,0,0.0,0.0,0.0,0,0,0
2015,Northeastern State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Northern Arizona,0,0,0,0.0,0.0,0.0,0,0,0
2015,Northern Colorado,0,0,0,0.0,0.0,0.0,0,0,0
2015,Northern Illinois,0,0,0,0.0,0.0,0.0,0,0,0
2015,Northern Iowa,0,0,0,0.0,0.0,0.0,0,0,0
2015,Northern Michigan,0,0,0,0.0,0.0,0.0,0,0,0
2015,Northern State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Northwest Mississippi C.C.,0,0,0,0.0,0.0,0.0,0,0,0
2015,Northwest Missouri State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Northwestern,0,0,0,0.0,0.0,0.0,0,0,0
2015,Northwestern State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Northwood,0,0,0,0.0,0.0,0.0,0,0,0
2015,Notre Dame,0,0,0,0.0,0.0,0.0,0,0,0
2015,Notre Dame College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Ohio,0,0,0,0.0,0.0,0.0,0,0,0
2015,Ohio Dominican,0,0,0,0.0,0.0,0.0,0,0,0
2015,Ohio State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Oklahoma,0,0,0,0.0,0.0,0.0,0,0,0
2015,Oklahoma Baptist,0,0,0,0.0,0.0,0.0,0,0,0
2015,Oklahoma State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Old Dominion,0,0,0,0.0,0.0,0.0,0,0,0
2015,Ole Miss,0,0,0,0.0,0.0,0.0,0,0,0
2015,Oregon,0,0,0,0.0,0.0,0.0,0,0,0
2015,Oregon State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Ottawa,0,0,0,0.0,0.0,0.0,0,0,0
2015,Ouachita Baptist,0,0,0,0.0,0.0,0.0,0,0,0
2015,Ouachita Baptist University,0,0,0,0.0,0.0,0.0,0,0,0
2015,Pace,0,0,0,0.0,0.0,0.0,0,0,0
2015,Palomar College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Penn State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Pennsylvania,0,0,0,0.0,0.0,0.0,0,0,0
2015,Peru State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Pikeville,0,0,0,0.0,0.0,0.0,0,0,0
2015,Pittsburg State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Pittsburgh,0,0,0,0.0,0.0,0.0,0,0,0
2015,Portland State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Prairie View A&M,0,0,0,0.0,0.0,0.0,0,0,0
2015,Presbyterian,0,0,0,0.0,0.0,0.0,0,0,0
2015,Princeton,0,0,0,0.0,0.0,0.0,0,0,0
2015,Professional,0,0,0,0.0,0.0,0.0,0,0,0
2015,Puget Sound,0,0,0,0.0,0.0,0.0,0,0,0
2015,Purdue,0,0,0,0.0,0.0,0.0,0,0,0
2015,Quincy,0,0,0,0.0,0.0,0.0,0,0,0
2015,Reinhardt,0,0,0,0.0,0.0,0.0,0,0,0
2015,Rhode Island,0,0,0,0.0,0.0,0.0,0,0,0
2015,Rice,0,0,0,0.0,0.0,0.0,0,0,0
2015,Richmond,0,0,0,0.0,0.0,0.0,0,0,0
2015,Riverside C.C.,0,0,0,0.0,0.0,0.0,0,0,0
2015,Roanoke,0,0,0,0.0,0.0,0.0,0,0,0
2015,Robert Morris,0,0,0,0.0,0.0,0.0,0,0,0
2015,Roosevelt,0,0,0,0.0,0.0,0.0,0,0,0
2015,Rutgers,0,0,0,0.0,0.0,0.0,0,0,0
2015,SE Louisiana,0,0,0,0.0,0.0,0.0,0,0,0
2015,SMU,0,0,0,0.0,0.0,0.0,0,0,0
2015,Sacramento State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Sacred Heart,0,0,0,0.0,0.0,0.0,0,0,0
2015,Saddleback College,0,0,0,0.0,0.0,0.0,0,0,0
2015,Saginaw Valley State,0,0,0,0.0,0.0,0.0,0,0,0
2015,Saint Anselm,0,0,0,0.0,0.0,0.0,0,0,0
2015,Saint Francis,0,0,0,0.0,0.0,0.0,0,0,0
2015,Saint Francis (PA),0,0,0,0.0,0.0,0.0,0,0,0
2015,Salisbury University,0,0,0,0.0,0.0,0.0,0,0,0
2015,Sam Houston,0,0,0,0.0,0.0,0.0,0,0,0
2015,Samford,0,0,0,0.0,0.0,0.0,0,0,0
2015,San Diego,0,0,0,0.0,0.0,0.0,0,0,0
2015,San Diego State,0,0,0,0.0,0.0,0.0,0,0,0
2015,San José State,0,0,0,0.0,0.0,0.0,0,0,0
